heuristic,model,graph,seed,k,spread,community,fairness,budget,time
CELF,WC,wiki-vote_di,1,65,0.07871760543447495,0.0732658898912603,0.06931220586273372,0.059220695882081856,0.015742114350410414
CELF,WC,wiki-vote_di,1,66,0.078741183130484,0.07328780079281838,0.06933203296204285,0.059228912813152804,0.015746829889612225
CELF,WC,wiki-vote_di,1,67,0.07889903764506086,0.07343653972162174,0.06946434858064676,0.05928296901088538,0.015778400792527594
CELF,WC,wiki-vote_di,1,68,0.07901542598358335,0.07354492679216931,0.0695615103463636,0.05932275026280846,0.01580167846023209
CELF,WC,wiki-vote_di,1,69,0.07940062270025472,0.07390266430248568,0.06988154955668255,0.05945066563472082,0.01587871780356637
CELF,WC,wiki-vote_di,1,70,0.07954709878290403,0.07403963764342666,0.07000469150301893,0.05949866095396205,0.01590801302009623
CELF,WC,wiki-vote_di,1,71,0.07978062553071044,0.0742574469112446,0.07019839919890247,0.05957422505692128,0.01595471836965751
CELF,WC,wiki-vote_di,1,72,0.07978062553071044,0.0742574469112446,0.07019839919890247,0.05957422505692128,0.01595471836965751
CELF,WC,wiki-vote_di,1,73,0.08000263232380413,0.0744695895253778,0.07039440127223447,0.05964446112039877,0.015999119728276247
CELF,WC,wiki-vote_di,1,74,0.08004237192187941,0.07450662512092898,0.07042772955805333,0.05965686958969234,0.016007067647891303
CELF,WC,wiki-vote_di,1,75,0.08031834135295782,0.07476437285146656,0.07065827459269679,0.059742396160739925,0.016062261534106986
CELF,WC,wiki-vote_di,1,76,0.08031834135295782,0.07476437285146656,0.07065827459269679,0.059742396160739925,0.016062261534106986
CELF,WC,wiki-vote_di,1,77,0.08059990093405037,0.07502664501434,0.07089339382526726,0.059827807212202544,0.016118573450325496
CELF,WC,wiki-vote_di,1,78,0.08059990093405037,0.07502689256704743,0.0708942583946069,0.059827807212202544,0.016118573450325496
CELF,WC,wiki-vote_di,1,79,0.08071075573167279,0.07513065868985816,0.07098669931514465,0.0598606199460372,0.01614074440984998
CELF,WC,wiki-vote_di,1,80,0.08082255873195583,0.0752353075014712,0.07107955118716791,0.05989323617171334,0.01616310500990659
CELF,WC,wiki-vote_di,1,81,0.08088037078969713,0.0752892908966625,0.07112738933116712,0.0599099378475295,0.01617466742145485
CELF,WC,wiki-vote_di,1,82,0.08101028870648173,0.07541041291955594,0.0712344733188344,0.059946948751088074,0.01620065100481177
CELF,WC,wiki-vote_di,1,83,0.08103410699122558,0.07543259536569435,0.0712540314837999,0.059953608508202444,0.01620541466176054
CELF,WC,wiki-vote_di,1,84,0.08116249646193036,0.07555292179289272,0.07136414258230762,0.0599888440088779,0.016231092555901494
CELF,WC,wiki-vote_di,1,85,0.08116249646193036,0.07555292179289272,0.07136561153307007,0.0599888440088779,0.016231092555901494
CELF,WC,wiki-vote_di,1,86,0.08119221624681573,0.07558067167793966,0.0713918985397677,0.05999667207358625,0.01623703651287857
CELF,WC,wiki-vote_di,1,87,0.081338664024908,0.07573168905423389,0.07151447068498397,0.06003486762061612,0.01626632606849702
CELF,WC,wiki-vote_di,1,88,0.081338664024908,0.07573168905423389,0.07151447068498397,0.06003486762061612,0.01626632606849702
CELF,WC,wiki-vote_di,1,89,0.08145199547127087,0.07583775605141138,0.07160867121057914,0.060063491106925826,0.016288992357769597
CELF,WC,wiki-vote_di,1,90,0.08145199547127087,0.07583775605141138,0.07161310612220925,0.060063491106925826,0.016288992357769597
CELF,WC,wiki-vote_di,1,91,0.08145199547127087,0.07583775605141138,0.07161415612373272,0.060063491106925826,0.016288992357769597
CELF,WC,wiki-vote_di,1,92,0.08147271440701952,0.07585711333810236,0.07163159445876251,0.06006853225390664,0.016293136144919326
CELF,WC,wiki-vote_di,1,93,0.08152977639399943,0.07591038547320059,0.07167929099801,0.06008221345980867,0.01630454854231531
CELF,WC,wiki-vote_di,1,94,0.08160713274837249,0.07598265497968147,0.0717436872338244,0.06010023053768324,0.01632001981318992
CELF,WC,wiki-vote_di,1,95,0.08160713274837249,0.07598314159701172,0.0717436872338244,0.06010023053768324,0.01632001981318992
CELF,WC,wiki-vote_di,1,96,0.08160713274837249,0.07598314159701172,0.0717436872338244,0.06010023053768324,0.01632001981318992
CELF,WC,wiki-vote_di,1,97,0.08161868100764222,0.07599391510107986,0.07175319125630564,0.060102790604771195,0.016322329465043865
CELF,WC,wiki-vote_di,1,98,0.08161868100764222,0.07599391510107986,0.07175319125630564,0.060102790604771195,0.016322329465043865
CELF,WC,wiki-vote_di,1,99,0.08162625247664873,0.07600100677065752,0.07175953566499532,0.06010441314000231,0.01632384375884517
CELF,WC,wiki-vote_di,2,0,0.007022360600056609,0.003577056921625365,0.0011758619012673414,0.006835228617923258,0.0028089442400226435
CELF,WC,wiki-vote_di,2,1,0.01317728559298047,0.010360840272561036,0.004868577366296905,0.012629008166172297,0.004039929238607415
CELF,WC,wiki-vote_di,2,2,0.017202136994056042,0.014591515654131519,0.009895312441576716,0.016306113099089522,0.00484489951882253
CELF,WC,wiki-vote_di,2,3,0.022756368525332575,0.020306710721698134,0.012910464183691614,0.02123464198207183,0.005955745825077836
CELF,WC,wiki-vote_di,2,4,0.02625481177469572,0.023467068382947882,0.014822351231598346,0.02426532121043125,0.006655434474950465
CELF,WC,wiki-vote_di,2,5,0.028778375318426266,0.025710817760540648,0.016143778680370025,0.02639553394858641,0.007160147183696575
CELF,WC,wiki-vote_di,2,6,0.0314948768751769,0.028132764869096383,0.017955031424362076,0.028642624971644173,0.007703447495046701
CELF,WC,wiki-vote_di,2,7,0.034828714973110665,0.031079984316506173,0.020036848265407366,0.031364266991053415,0.008370215114633454
CELF,WC,wiki-vote_di,2,8,0.03740148598924427,0.03343910313261026,0.021479993777771867,0.033409325596267136,0.008884769317860175
CELF,WC,wiki-vote_di,2,9,0.03974281064251344,0.035516473171042215,0.02275269642278875,0.03523690574667781,0.00935303424851401
CELF,WC,wiki-vote_di,2,10,0.04131456269459382,0.036938147324307405,0.023639842308826126,0.03644568127399864,0.009667384658930085
CELF,WC,wiki-vote_di,2,11,0.042230257571469004,0.038296545631470336,0.03069458644801159,0.037139891097805675,0.009850523634305122
