heuristic,model,graph,seed,k,spread,community,fairness,budget,time
CELF,WC,lastfm_un,1,53,0.1783572796432319,0.11658462476764841,0.08439958194875039,0.1377960240389513,0.004994110703043022
CELF,WC,lastfm_un,1,54,0.17881341815320043,0.11689687315211789,0.08465622454132066,0.13798693108813845,0.004994110703043022
CELF,WC,lastfm_un,1,55,0.17946268363064008,0.11733236863403976,0.0849683619974064,0.1382543405726399,0.004994110703043022
CELF,WC,lastfm_un,1,56,0.18000460388247638,0.11769319737104439,0.08522868849803213,0.13847137775699614,0.004994110703043022
CELF,WC,lastfm_un,1,57,0.18172426547743967,0.12013591030696094,0.08785706013342026,0.13915020928429056,0.004994110703043022
CELF,WC,lastfm_un,1,58,0.18199089716684153,0.12046112285697642,0.0880119651215995,0.13925434650101892,0.004994110703043022
CELF,WC,lastfm_un,1,59,0.18268731636935992,0.1211517296374286,0.08836562569635432,0.1395222490401819,0.004994110703043022
CELF,WC,lastfm_un,1,60,0.18268731636935992,0.1211517296374286,0.08836562569635432,0.1395222490401819,0.004994110703043022
CELF,WC,lastfm_un,1,61,0.18288374868835255,0.1212868400325102,0.08846510322907737,0.13959609403975615,0.004994110703043022
CELF,WC,lastfm_un,1,62,0.18306916316894017,0.12141467479775149,0.0885589836482103,0.13966492489554466,0.004994110703043022
CELF,WC,lastfm_un,1,63,0.18404754721930744,0.12208746771412358,0.08905725226920069,0.14002493136174538,0.004994110703043022
CELF,WC,lastfm_un,1,64,0.18497918415529904,0.12301511771749013,0.08956401620101485,0.1403575110179755,0.004994110703043022
CELF,WC,lastfm_un,1,65,0.18497918415529904,0.12317775474918544,0.08956531093640521,0.1403575110179755,0.004994110703043022
CELF,WC,lastfm_un,1,66,0.18571189664218257,0.12368421141480138,0.08993795676235022,0.14060959934646947,0.004994110703043022
CELF,WC,lastfm_un,1,67,0.18742206190975866,0.12514160998016557,0.09080314171830807,0.14118524102022825,0.004994110703043022
CELF,WC,lastfm_un,1,68,0.18742206190975866,0.12514160998016557,0.09080329192197074,0.14118524102022825,0.004994110703043022
CELF,WC,lastfm_un,1,69,0.1877721537250787,0.12538506351641626,0.09098005677382114,0.14129965100717656,0.004994110703043022
CELF,WC,lastfm_un,1,70,0.1877721537250787,0.1253851561719545,0.09098005677382114,0.14129965100717656,0.004994110703043022
CELF,WC,lastfm_un,1,71,0.1877721537250787,0.1253851561719545,0.09098005677382114,0.14129965100717656,0.004994110703043022
